Filename,EnergyMeV,LET,numEvtIntersectingVolume,chromatinVolume,numBP,sugarPosFilename,GitHash
alpha_9MeV_8919.root,8.942700294504707,57.485945652125785,631,2.700000000000001e-20,296352.0,../../../../geometryFiles/sugarPos_4x4_300nm.csv,c4896d6
EventNo,DoseGy,PathLength_nm,MeanKEMeV,TotalSBdirect,SSBdirect,cSSBdirect,DSBdirect,TotalSBindirect,SSBindirect,cSSBindirect,DSBindirect,TotalSBtotal,SSBtotal,cSSBtotal,DSBtotal
155,29.58654482412559,104.00446408585643,8.97022782161497,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
156,31.783517932765037,107.79854935217392,8.942830086851412,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
157,11.336463776423024,79.34236412397783,8.938014452463282,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
159,107.29615620288081,316.7238104978382,8.9401134500043,0, 0, 0, 0, 7, 5, 0, 1, 7, 5, 0, 1
160,15.7660468255778,70.8684740703914,8.942473373015796,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
161,30.592808671935483,99.2548998394536,8.94021380006799,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
163,24.300827898017157,74.21138956957951,8.94942793709279,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
164,19.940278829081247,72.38182781743517,8.953100285205004,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
165,67.57460454261079,261.8431783854761,8.959824518421481,3, 3, 0, 0, 5, 3, 0, 1, 8, 3, 1, 1
168,51.7164670951097,105.37957114878888,8.926049306457644,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
169,108.64628399089058,311.96998938654,8.931199096375746,0, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0
170,72.36550796595887,221.203450503007,8.943893081776924,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
172,30.511624595623758,129.65386063551975,8.95779441994474,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
173,87.04426047061074,339.5718110519918,8.937157975363874,1, 1, 0, 0, 3, 3, 0, 0, 4, 4, 0, 0
174,28.907666845095665,77.98350220273224,8.960654331472414,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
175,77.57320796160221,268.639873834885,8.943609413720921,0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1, 0
179,81.43832827027595,242.09310082511178,8.941114173936894,3, 3, 0, 0, 7, 5, 1, 0, 10, 6, 1, 1
180,99.03590255510049,303.48559477894156,8.949130737182553,2, 2, 0, 0, 9, 9, 0, 0, 11, 11, 0, 0
182,64.76663228323963,176.16281803534991,8.922999666782971,0, 0, 0, 0, 4, 2, 1, 0, 4, 2, 1, 0
183,49.55542889407452,149.1153003894419,8.944875065063776,4, 2, 1, 0, 6, 4, 0, 1, 10, 4, 2, 1
184,12.72781164724711,35.925824756542156,8.939028084666507,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
280,69.82502052745723,302.3519356104893,8.942797304367977,0, 0, 0, 0, 4, 2, 0, 1, 4, 2, 0, 1
281,87.65396760143086,267.41891318928964,8.934312031935086,2, 2, 0, 0, 6, 6, 0, 0, 8, 6, 0, 1
282,99.02477742176981,322.2652895054215,8.949303141985716,1, 1, 0, 0, 3, 3, 0, 0, 4, 4, 0, 0
283,32.56283964734754,152.07068385198755,8.947880423984454,1, 1, 0, 0, 5, 5, 0, 0, 6, 4, 0, 1
284,0.307395295535424,2.4854032498859335,8.949078449749017,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
287,75.74297669585762,220.375485296594,8.946515741916986,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
289,57.31721378546227,199.22906664725366,8.955193311207019,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
290,0.3542745602536027,0.5103382796552968,8.937764399120045,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
292,115.12155580916965,303.8868844766698,8.944736411100694,0, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0
293,98.68638327749211,370.79086894934863,8.935823314762242,1, 1, 0, 0, 9, 7, 0, 1, 10, 6, 0, 2
296,0.6490887178118379,7.1668482496964545,8.93243763974774,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297,90.75776364728866,287.62354188064637,8.958119963246324,2, 2, 0, 0, 6, 6, 0, 0, 8, 6, 0, 1
298,65.59320829940613,262.4632686802227,8.939610531035648,1, 1, 0, 0, 2, 2, 0, 0, 3, 3, 0, 0
300,7.391121991962452,12.65436014515912,8.927499348404897,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
301,24.204217834346814,120.42628003561674,8.952689532127263,1, 1, 0, 0, 2, 2, 0, 0, 3, 3, 0, 0
303,74.20600241111113,218.82872564656174,8.937489940409888,3, 3, 0, 0, 9, 5, 2, 0, 12, 6, 2, 1
305,26.716460990374895,43.31906023602287,8.933333252585797,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
307,69.33994965216144,270.6347773426539,8.96025306850199,1, 1, 0, 0, 2, 2, 0, 0, 3, 3, 0, 0
465,55.34428278753522,177.8838088127837,8.936976255666103,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
466,78.63777794186122,256.320202460484,8.94311819704378,1, 1, 0, 0, 4, 4, 0, 0, 5, 5, 0, 0
467,2.9405234584222595,18.90956491158488,8.958368937683343,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
469,49.972760957738096,135.1150761180713,8.939277988114851,2, 2, 0, 0, 3, 3, 0, 0, 5, 5, 0, 0
470,79.78386838747855,219.21677582393406,8.941424665703082,2, 2, 0, 0, 6, 6, 0, 0, 8, 5, 0, 1
471,86.80981253968457,321.0839450906656,8.949388373765059,3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0
