Filename,EnergyMeV,LET,numEvtIntersectingVolume,chromatinVolume,numBP,sugarPosFilename,GitHash
alpha_5MeV_2461.root,4.911825927983252,88.56166592476595,627,2.700000000000001e-20,296352.0,../../../../geometryFiles/sugarPos_4x4_300nm.csv,c4896d6
EventNo,DoseGy,PathLength_nm,MeanKEMeV,TotalSBdirect,SSBdirect,cSSBdirect,DSBdirect,TotalSBindirect,SSBindirect,cSSBindirect,DSBindirect,TotalSBtotal,SSBtotal,cSSBtotal,DSBtotal
186,197.3688298067331,351.94496632264145,4.916288523477259,0, 0, 0, 0, 8, 8, 0, 0, 8, 8, 0, 0
188,43.955629402366796,98.830914677669,4.909023873924497,5, 1, 1, 1, 4, 4, 0, 0, 9, 3, 0, 2
189,26.19481787159942,55.84592716716254,4.915789017699165,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190,172.47809344900605,318.6990642026927,4.910266852516643,3, 3, 0, 0, 6, 6, 0, 0, 9, 7, 1, 0
191,181.49650013299404,293.77810294677147,4.8937725191685875,5, 5, 0, 0, 5, 5, 0, 0, 10, 6, 2, 0
193,174.6864660566119,348.4939890879483,4.9047633313491295,0, 0, 0, 0, 3, 1, 1, 0, 3, 1, 1, 0
194,146.89936704058286,302.13915075936893,4.91545468456661,4, 2, 1, 0, 19, 19, 0, 0, 23, 19, 1, 1
199,70.36239982974139,112.65465113802586,4.904064666029843,1, 1, 0, 0, 4, 4, 0, 0, 5, 5, 0, 0
200,200.1210547754452,352.4512031087296,4.906106799824826,6, 6, 0, 0, 15, 7, 1, 2, 21, 9, 0, 4
201,142.36202589718707,234.94952058065505,4.906373918151186,1, 1, 0, 0, 7, 7, 0, 0, 8, 6, 1, 0
204,105.24374827883673,176.2403159548397,4.913402579834783,6, 4, 1, 0, 7, 7, 0, 0, 13, 9, 2, 0
205,142.51142065129466,300.1078244490465,4.9207572850021,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
206,167.79146631149138,295.5478390271361,4.911398171250993,1, 1, 0, 0, 8, 8, 0, 0, 9, 9, 0, 0
209,173.76087350113883,354.7683263780204,4.911046330537488,0, 0, 0, 0, 8, 6, 1, 0, 8, 6, 1, 0
211,73.12951751372728,169.0104835738155,4.908857567194401,1, 1, 0, 0, 9, 7, 1, 0, 10, 8, 1, 0
212,113.89691261232069,259.78108361342703,4.936204279250058,2, 2, 0, 0, 6, 6, 0, 0, 8, 6, 0, 1
213,103.238971370338,196.874426753887,4.907597916196645,3, 3, 0, 0, 8, 8, 0, 0, 11, 9, 0, 1
