Filename,EnergyMeV,LET,numEvtIntersectingVolume,chromatinVolume,numBP,sugarPosFilename,GitHash,ClusteringGitHash
alpha_9MeV_1591.root,8.942778055911583,57.48371437254336,646,2.700000000000001e-20,296352.0,../../../../geometryFiles/sugarPos_4x4_300nm.csv,e9383fe,80aac8f
EventNo,DoseGy,PathLength_nm,MeanKEMeV,TotalSBdirect,SSBdirect,cSSBdirect,DSBdirect,TotalSBindirect,SSBindirect,cSSBindirect,DSBindirect,TotalSBtotal,SSBtotal,cSSBtotal,DSBtotal
155,128.69722291151714,356.621996036362,8.943419545347194,1, 1, 0, 0, 5, 5, 0, 0, 6, 4, 1, 0
156,101.92059600017353,341.79900569466105,8.935108928885501,0, 0, 0, 0, 6, 6, 0, 0, 6, 6, 0, 0
157,44.89627340102114,124.34386609214395,8.939220883940344,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
158,30.20253801011533,93.05331536120171,8.936404595294762,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
159,48.24814130552201,124.67719474334015,8.942331031088365,0, 0, 0, 0, 4, 4, 0, 0, 4, 4, 0, 0
160,82.88882900044557,277.18283324300876,8.929834175938769,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
161,37.30644338166425,115.57533724051636,8.948953958907591,0, 0, 0, 0, 4, 4, 0, 0, 4, 4, 0, 0
163,63.661589762236396,205.6334612288713,8.93350325434226,4, 4, 0, 0, 15, 11, 0, 2, 19, 10, 1, 3
166,6.865436478200416,26.816471276218465,8.951702626517317,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
168,37.87740139730927,146.31009674665646,8.94940505572824,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
169,75.91821514941337,344.17265368198565,8.940572914785186,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
171,75.52768306142431,235.45702694112256,8.957861740614579,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
174,21.20599685598705,78.976754973939,8.939395847226805,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
177,0.8914578818989006,2.9433525694543663,8.951060229340897,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
179,99.86978953020157,333.66290819818056,8.948491881594425,1, 1, 0, 0, 7, 7, 0, 0, 8, 6, 1, 0
180,5.504272205181383,38.183432874217175,8.951117802226438,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
181,79.77495583446351,331.01223015810706,8.953837816593172,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
183,131.43803413219695,337.57277755861946,8.951904609028407,1, 1, 0, 0, 11, 9, 1, 0, 12, 10, 1, 0
280,115.94056326873347,302.3322030811536,8.93672699247329,2, 2, 0, 0, 4, 4, 0, 0, 6, 4, 1, 0
281,25.739856467177553,98.78829191269323,8.942563257480785,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
282,35.50200741584369,64.19243350900362,8.933399458181883,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
284,71.76081562006063,298.2058626172233,8.935605929491162,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
285,53.74211934590713,119.65743693617395,8.950858843191387,0, 0, 0, 0, 6, 6, 0, 0, 6, 6, 0, 0
286,106.13275086762032,309.50258071506937,8.947858573206648,3, 3, 0, 0, 8, 8, 0, 0, 11, 11, 0, 0
288,1.8947328234626446,4.498184807116453,8.937308150386237,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
289,58.440452664265635,139.30486134626037,8.939522525464056,0, 0, 0, 0, 6, 4, 0, 1, 6, 4, 0, 1
292,22.850629475935815,103.34356595883462,8.95229709184201,0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 1, 0
293,40.076815910693476,101.41340818781879,8.947987793028117,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
295,73.33922032350505,223.31342588844845,8.939126865082834,3, 3, 0, 0, 6, 3, 0, 1, 9, 5, 0, 1
296,66.05431228115073,241.4204102899914,8.959275460064585,0, 0, 0, 0, 4, 4, 0, 0, 4, 4, 0, 0
297,21.413881648118625,99.88070158260545,8.93002033126513,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298,89.67597850858601,240.73803144616582,8.942278308295037,0, 0, 0, 0, 7, 7, 0, 0, 7, 7, 0, 0
299,3.812787610499544,17.496478238976824,8.94021342644827,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
301,22.238258579001844,69.67173994462044,8.943559333093221,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
302,94.51096701835307,339.76125555386454,8.94310434417347,3, 3, 0, 0, 4, 2, 1, 0, 7, 3, 2, 0
303,97.8314339276956,301.3494686723425,8.940741049764036,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
