Filename,EnergyMeV,LET,numEvtIntersectingVolume,chromatinVolume,numBP,sugarPosFilename,GitHash
alpha_9MeV_2461.root,8.943149028981141,57.4909406072447,628,2.700000000000001e-20,296352.0,../../../../geometryFiles/sugarPos_4x4_300nm.csv,c4896d6
EventNo,DoseGy,PathLength_nm,MeanKEMeV,TotalSBdirect,SSBdirect,cSSBdirect,DSBdirect,TotalSBindirect,SSBindirect,cSSBindirect,DSBindirect,TotalSBtotal,SSBtotal,cSSBtotal,DSBtotal
31,97.5687309440033,285.6130882852468,8.956090097079805,0, 0, 0, 0, 8, 6, 1, 0, 8, 6, 1, 0
32,78.93539838372676,261.5670157972337,8.925188309235015,0, 0, 0, 0, 6, 6, 0, 0, 6, 6, 0, 0
33,108.07714502187241,361.89530168468605,8.929913639657048,4, 4, 0, 0, 8, 6, 1, 0, 12, 8, 2, 0
35,76.9173711040982,219.91371713831188,8.934913244731058,3, 3, 0, 0, 12, 12, 0, 0, 15, 13, 1, 0
37,119.72480408460197,356.09702515169107,8.93899842423938,1, 1, 0, 0, 4, 4, 0, 0, 5, 5, 0, 0
38,69.0166770750964,304.5866330391773,8.956250743135506,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
39,26.727408750834716,103.24163093865712,8.928132328598242,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
41,15.064078796394602,59.39176134662419,8.946887262197542,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
42,64.1338732810006,252.3266771506865,8.9275908223477,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
43,135.59335273887012,335.66550733594727,8.939970709106582,5, 5, 0, 0, 10, 8, 0, 1, 15, 7, 3, 1
44,62.82880004867432,235.2053586938039,8.927338737069684,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
46,97.96276991287078,255.50089374428848,8.938595601987846,3, 3, 0, 0, 7, 7, 0, 0, 10, 8, 1, 0
47,62.591718889040216,229.8906481940739,8.957046423421907,1, 1, 0, 0, 5, 5, 0, 0, 6, 4, 0, 1
48,51.62643176561577,168.39905253413272,8.953649710834238,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
49,10.61164462105284,59.8172898341095,8.94766607019766,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50,89.76798664591033,326.2288721983449,8.938673580261,2, 2, 0, 0, 6, 6, 0, 0, 8, 8, 0, 0
51,14.17201278471647,73.20614443976417,8.921968748868702,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
52,38.716636475895676,164.43658260964315,8.934563340325582,0, 0, 0, 0, 4, 2, 1, 0, 4, 2, 1, 0
53,115.29111290552427,384.5923006544477,8.952633517081733,2, 2, 0, 0, 7, 7, 0, 0, 9, 7, 0, 1
54,39.042136001621216,30.28860513859548,8.937829505317053,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55,50.446703092683556,182.77489501284637,8.958564898892718,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57,41.701685923564504,113.60091110325989,8.951205118458965,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58,2.501154301820367,9.079874095195535,8.952577579699579,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
61,88.4961184416535,256.55138809650043,8.93980764260834,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
527,98.95936158681603,343.61447462454686,8.94644531459904,3, 1, 0, 1, 10, 10, 0, 0, 13, 8, 1, 1
529,43.733332705299794,133.24944761553735,8.944862680456982,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
530,10.145998200691114,32.58268856485217,8.94378991107483,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
531,16.511475818451796,65.71764829206552,8.959342160148324,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
532,35.973854980441615,139.18586825771135,8.947798155988165,0, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0
533,9.591745432231425,47.65766487178187,8.940092612542923,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
534,65.21531246976404,202.39311370639325,8.930641021464046,2, 2, 0, 0, 8, 6, 0, 1, 10, 8, 0, 1
536,101.66740194385343,302.4270413550634,8.93893637363632,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537,68.93115320041633,278.9124634222207,8.940553231808764,1, 1, 0, 0, 6, 6, 0, 0, 7, 7, 0, 0
539,80.6402337082047,243.76936014123976,8.935208709094248,4, 4, 0, 0, 7, 5, 0, 1, 11, 5, 2, 1
541,145.7306892185875,340.06325232866277,8.945099512657858,1, 1, 0, 0, 14, 12, 0, 1, 15, 13, 0, 1
542,34.230618526827726,173.78150957765158,8.941214841467552,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
544,35.11625156378125,158.5444709941385,8.942154630892443,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
545,111.22209434790676,321.32290311850045,8.942928697483726,1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
546,39.339792347716156,169.9865770661157,8.928579546780366,3, 3, 0, 0, 5, 5, 0, 0, 8, 6, 0, 1
547,69.77446003222771,250.81697558452453,8.946099591359323,0, 0, 0, 0, 4, 4, 0, 0, 4, 4, 0, 0
549,60.012545733097795,253.73687267988345,8.945893809602516,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
551,72.73632812963939,307.30856314622264,8.944591528938354,1, 1, 0, 0, 6, 4, 1, 0, 7, 5, 1, 0
553,103.49089245908857,292.08828046530834,8.931919073380664,1, 1, 0, 0, 15, 9, 2, 1, 16, 10, 2, 1
554,85.06879817455952,322.55010571695243,8.94409899579009,1, 1, 0, 0, 7, 5, 0, 1, 8, 6, 0, 1
555,68.1830987739425,180.04658455094017,8.952271421536228,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
961,142.86443478762476,389.9399661775251,8.952069172610512,0, 0, 0, 0, 14, 10, 2, 0, 14, 10, 2, 0
962,81.66564981724459,249.96168865166635,8.944698200787052,2, 2, 0, 0, 8, 8, 0, 0, 10, 8, 0, 1
967,110.28606417547866,353.92865533505864,8.952634190884707,0, 0, 0, 0, 6, 2, 1, 1, 6, 2, 1, 1
969,62.9619294452632,257.95163084544055,8.952445676553786,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
971,9.333150341563837,29.83747812066017,8.949565965176998,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
973,46.987873337793964,131.48879852628144,8.926990019298755,2, 2, 0, 0, 12, 10, 1, 0, 14, 10, 2, 0
974,40.49738282185562,168.1998592226009,8.956019483191442,4, 1, 0, 1, 4, 2, 1, 0, 8, 2, 1, 1
977,22.999062740468425,42.68495555482754,8.943517923978668,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
978,140.74810455581868,302.67607077654174,8.936019841270003,2, 2, 0, 0, 15, 13, 1, 0, 17, 15, 1, 0
980,67.49448635362032,233.23605286071336,8.94766465778304,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
983,27.178480972189906,90.38222964192597,8.945367064227995,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
984,78.31648125542998,183.5565211456919,8.940725497580797,1, 1, 0, 0, 3, 3, 0, 0, 4, 4, 0, 0
986,111.7361835863187,326.0679500329279,8.924883303854745,3, 1, 0, 1, 3, 3, 0, 0, 6, 4, 0, 1
987,42.77112589663516,136.3958137175522,8.932440833594615,1, 1, 0, 0, 2, 2, 0, 0, 3, 3, 0, 0
989,5.554690302417549,10.46459171277712,8.932676390196455,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
990,74.7650365380286,201.30508894571526,8.95492432039144,3, 3, 0, 0, 10, 10, 0, 0, 13, 13, 0, 0
991,1.0870074862280354,3.4584155827013143,8.931843424628328,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
186,102.40143547216199,352.3294225098146,8.938684831566938,1, 1, 0, 0, 5, 5, 0, 0, 6, 4, 0, 1
188,48.845654646779714,98.91711784991158,8.94361440099432,1, 1, 0, 0, 6, 4, 0, 1, 7, 5, 0, 1
189,14.572855422615376,57.394442527854096,8.951954946435048,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190,91.05567172777934,317.2408125330341,8.949008114026967,0, 0, 0, 0, 7, 5, 0, 1, 7, 5, 0, 1
191,84.32638097239375,294.3674261154568,8.932320400625409,1, 1, 0, 0, 10, 10, 0, 0, 11, 11, 0, 0
193,120.60569089726857,348.7323405231401,8.938190513251223,1, 1, 0, 0, 7, 7, 0, 0, 8, 8, 0, 0
194,71.39399289438765,302.16414069942243,8.9500292808899,1, 1, 0, 0, 11, 11, 0, 0, 12, 10, 0, 1
199,23.684688292108536,113.90211461790342,8.939822480714884,1, 1, 0, 0, 4, 4, 0, 0, 5, 3, 1, 0
200,91.21438006401115,352.5454661296994,8.934545357210457,1, 1, 0, 0, 4, 2, 0, 1, 5, 3, 0, 1
201,54.823002361431996,239.67892333796038,8.92050452376189,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
204,51.23034765488902,177.09747024778608,8.952409500119778,0, 0, 0, 0, 10, 10, 0, 0, 10, 10, 0, 0
205,75.44299039369443,300.1145847046312,8.948103940948062,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
206,103.7823960306445,294.66591026737325,8.940693839561263,0, 0, 0, 0, 10, 6, 1, 1, 10, 6, 1, 1
209,101.70848146727259,354.96879985654704,8.944980811354064,1, 1, 0, 0, 5, 5, 0, 0, 6, 6, 0, 0
211,60.31982115422465,163.18478884191987,8.937405978818461,2, 2, 0, 0, 7, 7, 0, 0, 9, 9, 0, 0
212,93.88278059399906,263.13314920011584,8.964637540373454,3, 3, 0, 0, 7, 7, 0, 0, 10, 8, 1, 0
213,71.99413401650878,197.57974312470617,8.936075426774131,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214,87.10469996776251,296.0458558278111,8.94709653400994,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
215,84.12464753706514,320.3625199548906,8.949890257096149,4, 4, 0, 0, 4, 2, 0, 1, 8, 5, 0, 1
403,16.42124886145174,30.243982676541346,8.928596858070561,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
404,111.59299883628523,302.94958019579167,8.951396508636154,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
407,35.46728953516198,82.59063507843156,8.964407294799772,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
408,65.63637206103789,258.6660213048644,8.9387846320959,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
409,19.129181846713593,65.46624903131773,8.949877914169644,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
410,81.73718856548473,327.4636446249188,8.948040117598362,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
411,38.88729014019177,142.974958823356,8.951739954268167,1, 1, 0, 0, 3, 3, 0, 0, 4, 2, 0, 1
412,88.89675538407572,281.95592476895115,8.937773282275344,0, 0, 0, 0, 7, 7, 0, 0, 7, 7, 0, 0
413,34.811840668155895,117.06414830541698,8.936635922493664,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
415,99.82901972449964,312.12759909133916,8.930524402252423,1, 1, 0, 0, 10, 10, 0, 0, 11, 11, 0, 0
416,4.482502964388578,17.094550015221717,8.931356438724585,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
417,67.07538968214868,183.10451655670536,8.946151826683112,1, 1, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0
420,103.67248547697946,320.7704926612979,8.958171738696258,1, 1, 0, 0, 6, 6, 0, 0, 7, 7, 0, 0
423,106.20953639141153,316.5502615209949,8.942223202905243,1, 1, 0, 0, 6, 6, 0, 0, 7, 7, 0, 0
426,24.71207615523188,70.02982212377049,8.947892598779198,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
427,103.49544753609956,300.67276388361853,8.925443367749473,1, 1, 0, 0, 8, 8, 0, 0, 9, 7, 0, 1
428,58.46082823127442,190.45234244786562,8.961604424839656,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
429,67.40639725992409,146.55283991703274,8.946030100235152,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
