Filename,EnergyMeV,LET,numEvtIntersectingVolume,chromatinVolume,numBP,sugarPosFilename,GitHash,ClusteringGitHash
alpha_5MeV_7056.root,4.912046610569207,88.55568032729533,621,2.700000000000001e-20,296352.0,../../../../geometryFiles/sugarPos_4x4_300nm.csv,e9383fe,80aac8f
EventNo,DoseGy,PathLength_nm,MeanKEMeV,TotalSBdirect,SSBdirect,cSSBdirect,DSBdirect,TotalSBindirect,SSBindirect,cSSBindirect,DSBindirect,TotalSBtotal,SSBtotal,cSSBtotal,DSBtotal
218,71.434810691141,138.40166439026365,4.911263478818146,1, 1, 0, 0, 16, 8, 1, 3, 17, 9, 1, 3
219,102.57875930305754,204.07498831854423,4.905684885632681,3, 3, 0, 0, 4, 2, 0, 1, 7, 5, 0, 1
220,159.78812867267712,313.67210447688467,4.901048061511587,3, 3, 0, 0, 4, 4, 0, 0, 7, 5, 1, 0
222,91.9012690700837,186.95693505213467,4.917850783390907,1, 1, 0, 0, 8, 6, 0, 1, 9, 7, 0, 1
223,190.6769944712886,426.2076208218743,4.894905306798428,6, 6, 0, 0, 25, 16, 1, 3, 31, 18, 3, 3
225,152.9935238356517,340.26412045790266,4.908063091558516,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
226,58.43425583862293,117.73972179020426,4.931044648988157,1, 1, 0, 0, 4, 4, 0, 0, 5, 5, 0, 0
227,156.4123867049903,310.8020224600347,4.9264245353396685,2, 2, 0, 0, 12, 10, 0, 1, 14, 12, 0, 1
228,158.88178402020884,325.0621681197089,4.92599609569028,3, 3, 0, 0, 15, 11, 1, 1, 18, 12, 0, 2
229,51.437051506199325,100.70081166456981,4.917879024244801,2, 2, 0, 0, 4, 2, 1, 0, 6, 4, 1, 0
230,26.273039598492918,74.56223845528525,4.904618257458315,0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0
232,6.817644666355957,32.55293238254923,4.913713826663281,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
233,199.71966829311592,364.3036914100349,4.918928006668065,1, 1, 0, 0, 3, 1, 1, 0, 4, 0, 1, 1
