Filename,EnergyMeV,LET,numEvtIntersectingVolume,chromatinVolume,numBP,sugarPosFilename,GitHash,ClusteringGitHash
alpha_5MeV_9737.root,4.9123354439301945,88.56039122209121,614,2.700000000000001e-20,296352.0,../../../../geometryFiles/sugarPos_4x4_300nm.csv,e9383fe,80aac8f
EventNo,DoseGy,PathLength_nm,MeanKEMeV,TotalSBdirect,SSBdirect,cSSBdirect,DSBdirect,TotalSBindirect,SSBindirect,cSSBindirect,DSBindirect,TotalSBtotal,SSBtotal,cSSBtotal,DSBtotal
217,211.5926441927396,408.2141917972636,4.920517134803758,1, 1, 0, 0, 5, 5, 0, 0, 6, 6, 0, 0
221,46.594812306361995,69.60339031175951,4.924906628695795,1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
222,148.48054004171,301.55160221276793,4.894079802016552,0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
224,60.50935675304131,123.32912350425309,4.899743637299193,0, 0, 0, 0, 10, 7, 0, 1, 10, 7, 0, 1
225,119.5815839522036,301.4857678083639,4.912670029097724,0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0
226,84.60665165577907,221.9585866619542,4.922821626562902,2, 2, 0, 0, 14, 9, 2, 0, 16, 9, 3, 0
227,64.85168415533438,137.01768807995578,4.9077976238829395,2, 2, 0, 0, 1, 1, 0, 0, 3, 3, 0, 0
228,75.59148367697581,115.09038572902733,4.917089110264561,4, 2, 1, 0, 3, 3, 0, 0, 7, 2, 1, 1
230,201.26091659803384,405.9577969634348,4.897111443053797,2, 0, 1, 0, 17, 17, 0, 0, 19, 16, 1, 0
231,72.96412111098452,163.66801530899926,4.902023172217776,1, 1, 0, 0, 3, 3, 0, 0, 4, 2, 0, 1
235,8.247763724202441,16.483497993471843,4.903168484757959,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
237,172.62666446388678,334.5643734918785,4.919026427185905,0, 0, 0, 0, 8, 6, 1, 0, 8, 6, 1, 0
239,152.1728459525257,381.7533737764451,4.904498632925612,3, 1, 1, 0, 11, 11, 0, 0, 14, 10, 2, 0
