1.1460089332853088e-05	-2.1527131395829065e-06	-5.30669485051339e-06	1.1212481509424728e-05	-3.2724569284443036e-06	-3.6681393241172315e-06	1.1285525817336095e-05	-2.9421325107301917e-06	-4.151513204404098e-06	1.1387045024941721e-05	-2.4830375572970193e-06	-4.823320970226523e-06
1.182683150872441e-05	-1.7499943323704227e-06	-4.795671875100504e-06	1.1514548886861157e-05	-3.600345803683999e-06	-4.103805560925652e-06	1.1606672260310818e-05	-3.054492119646494e-06	-4.307906123607234e-06	1.1734708135274751e-05	-2.2958480164079275e-06	-4.5915713124189225e-06
1.205683381551065e-05	-1.6687948647595874e-06	-4.146266988431193e-06	1.1945854590096178e-05	-3.6067153393220453e-06	-4.628084221205219e-06	1.1978593461593447e-05	-3.03502879932612e-06	-4.485948137536881e-06	1.202409494401338e-05	-2.240481404755512e-06	-4.288403072099531e-06
1.2182131464786293e-05	-1.9243308340868533e-06	-3.577444587571846e-06	1.2470665104911842e-05	-3.2763494380219897e-06	-5.02271066450342e-06	1.2385547681074806e-05	-2.8775039498611244e-06	-4.596357171808607e-06	1.226724888862333e-05	-2.3231763222477185e-06	-4.00379808026666e-06
1.2298101452561351e-05	-2.4147952131814667e-06	-3.2624396850677162e-06	1.2989967766736203e-05	-2.7110551269545877e-06	-5.115424052730123e-06	1.2785867204054622e-05	-2.623658452391517e-06	-4.568793664269713e-06	1.2502202015242933e-05	-2.5021918877445376e-06	-3.809070073528126e-06
1.2518374499280719e-05	-2.9567380780143346e-06	-3.2634125680881556e-06	1.3386579152777302e-05	-2.094282330148931e-06	-4.845307243033616e-06	1.313045877999581e-05	-2.348706775769225e-06	-4.378648313924705e-06	1.2774494872062211e-05	-2.7023136323940404e-06	-3.730071497197067e-06
1.291714342575855e-05	-3.348819574999896e-06	-3.5119388805801856e-06	1.3582856574241448e-05	-1.627370901190581e-06	-4.282289753479762e-06	1.3386471195438994e-05	-2.135198259964329e-06	-4.055036245974387e-06	1.3113528804561005e-05	-2.8409922162261478e-06	-3.7391923880855605e-06
1.3486013370987795e-05	-3.4417800404722444e-06	-3.841878396136157e-06	1.3583867151584801e-05	-1.4595805037454435e-06	-3.5942705727077977e-06	1.3555000286308684e-05	-2.0443293670798498e-06	-3.667314880619164e-06	1.3514880236263912e-05	-2.857031177137838e-06	-3.768834088224791e-06
1.4126914377035424e-05	-3.190311084892677e-06	-4.0595584184875486e-06	1.3484493839693175e-05	-1.6362195273522216e-06	-2.97692492372472e-06	1.3674007898209139e-05	-2.094676536826656e-06	-3.2963018046797544e-06	1.393740031851946e-05	-2.731854075418243e-06	-3.740181537532514e-06
1.4686861372805939e-05	-2.6688012754497155e-06	-4.021366461700006e-06	1.3434693267132334e-05	-2.082899404822394e-06	-2.576100384768431e-06	1.3804082858306047e-05	-2.255740456657454e-06	-3.002453877463246e-06	1.4317471781632226e-05	-2.4959602236146555e-06	-3.5950129690051913e-06
1.5021366461700004e-05	-2.0454844388359997e-06	-3.686861372805939e-06	1.357610038476843e-05	-2.6313863094633216e-06	-2.4346932671323358e-06	1.4002453877463244e-05	-2.4585452576282613e-06	-2.804082858306049e-06	1.4595012969005191e-05	-2.2183254906710592e-06	-3.317471781632226e-06
1.5059558418487548e-05	-1.5239746293930387e-06	-3.1269143770354263e-06	1.3976924923724719e-05	-3.0780661869334927e-06	-2.4844938396931765e-06	1.4296301804679753e-05	-2.6196091774590593e-06	-2.67400789820914e-06	1.4740181537532514e-05	-1.9824316388674728e-06	-2.937400318519463e-06
1.4841878396136156e-05	-1.2725056738134712e-06	-2.486013370987796e-06	1.4594270572707797e-05	-3.254705210540272e-06	-2.5838671515848016e-06	1.4667314880619163e-05	-2.6699563472058654e-06	-2.555000286308685e-06	1.476883408822479e-05	-1.8572545371478773e-06	-2.5148802362639123e-06
1.4511938880580185e-05	-1.3654661392858202e-06	-1.9171434257585503e-06	1.5282289753479762e-05	-3.086914813095133e-06	-2.582856574241449e-06	1.5055036245974386e-05	-2.579087454321386e-06	-2.386471195438994e-06	1.473919238808556e-05	-1.8732934980595674e-06	-2.1135288045610052e-06
1.4263412568088154e-05	-1.7575476362713795e-06	-1.5183744992807208e-06	1.5845307243033615e-05	-2.620003384136785e-06	-2.386579152777303e-06	1.5378648313924705e-05	-2.3655789385164905e-06	-2.1304587799958107e-06	1.4730071497197067e-05	-2.0119720818916744e-06	-1.7744948720622126e-06
1.4262439685067716e-05	-2.2994905011042485e-06	-1.2981014525613517e-06	1.6115424052730122e-05	-2.0032305873311275e-06	-1.9899677667362035e-06	1.5568793664269712e-05	-2.090627261894198e-06	-1.7858672040546224e-06	1.4809070073528126e-05	-2.2120938265411776e-06	-1.5022020152429329e-06
1.4577444587571845e-05	-2.789954880198862e-06	-1.1821314647862938e-06	1.6022710664503418e-05	-1.4379362762637245e-06	-1.4706651049118433e-06	1.5596357171808606e-05	-1.8367817644245901e-06	-1.3855476810748061e-06	1.500379808026666e-05	-2.3911093920379963e-06	-1.267248888623331e-06
1.514626698843119e-05	-3.045490849526128e-06	-1.0568338155106515e-06	1.562808422120522e-05	-1.10757037496367e-06	-9.45854590096179e-07	1.548594813753688e-05	-1.6792569149595949e-06	-9.785934615934482e-07	1.5288403072099528e-05	-2.4738043095302026e-06	-1.0240949440133822e-06
1.5795671875100505e-05	-2.964291381915293e-06	-8.268315087244114e-07	1.5103805560925651e-05	-1.113939910601716e-06	-5.14548886861159e-07	1.5307906123607233e-05	-1.659793594639221e-06	-6.066722603108184e-07	1.5591571312418923e-05	-2.4184376978777873e-06	-7.34708135274752e-07
1.630669485051339e-05	-2.5615725747028074e-06	-4.600893328530883e-07	1.4668139324117231e-05	-1.4418287858414119e-06	-2.1248150942472948e-07	1.5151513204404096e-05	-1.7721532035555237e-06	-2.855258173360953e-07	1.5823320970226523e-05	-2.231248156988696e-06	-3.8704502494172246e-07
1.6499999999999998e-05	-1.964285714285716e-06	-5.1117303422705555e-22	1.45e-05	-1.9642857142857144e-06	-2.669443081925934e-22	1.509e-05	-1.964285714285715e-06	-3.429829372177952e-22	1.591e-05	-1.9642857142857157e-06	-4.542107724272776e-22
1.630669485051339e-05	-1.3669988538686227e-06	4.600893328530886e-07	1.466813932411723e-05	-2.4867426427300168e-06	2.1248150942472972e-07	1.5151513204404096e-05	-2.156418225015906e-06	2.855258173360956e-07	1.5823320970226523e-05	-1.6973232715827352e-06	3.8704502494172267e-07
1.5795671875100505e-05	-9.642800466561378e-07	8.268315087244113e-07	1.5103805560925651e-05	-2.8146315179697142e-06	5.145488868611591e-07	1.5307906123607233e-05	-2.2687778339322095e-06	6.066722603108185e-07	1.5591571312418923e-05	-1.510133730693643e-06	7.34708135274752e-07
1.5146266988431193e-05	-8.830805790453023e-07	1.056833815510651e-06	1.562808422120522e-05	-2.821001053607761e-06	9.458545900961777e-07	1.5485948137536878e-05	-2.2493145136118354e-06	9.78593461593447e-07	1.528840307209953e-05	-1.4547671190412275e-06	1.0240949440133816e-06
1.4577444587571845e-05	-1.1386165483725686e-06	1.182131464786294e-06	1.6022710664503418e-05	-2.4906351523077067e-06	1.4706651049118435e-06	1.5596357171808606e-05	-2.0917896641468406e-06	1.3855476810748063e-06	1.500379808026666e-05	-1.5374620365334332e-06	1.2672488886233316e-06
1.4262439685067716e-05	-1.629080927467182e-06	1.2981014525613517e-06	1.6115424052730122e-05	-1.9253408412403027e-06	1.9899677667362044e-06	1.5568793664269712e-05	-1.8379441666772322e-06	1.7858672040546226e-06	1.4809070073528126e-05	-1.7164776020302527e-06	1.5022020152429333e-06
1.4263412568088154e-05	-2.1710237923000495e-06	1.5183744992807197e-06	1.5845307243033615e-05	-1.3085680444346465e-06	2.3865791527773026e-06	1.5378648313924705e-05	-1.5629924900549404e-06	2.1304587799958103e-06	1.4730071497197065e-05	-1.9165993466797553e-06	1.7744948720622115e-06
1.4511938880580185e-05	-2.5631052892856107e-06	1.9171434257585524e-06	1.5282289753479762e-05	-8.416566154762952e-07	2.5828565742414494e-06	1.5055036245974386e-05	-1.3494839742500431e-06	2.386471195438995e-06	1.473919238808556e-05	-2.0552779305118627e-06	2.113528804561007e-06
1.4841878396136155e-05	-2.6560657547579593e-06	2.4860133709877967e-06	1.4594270572707797e-05	-6.73866218031158e-07	2.5838671515848016e-06	1.4667314880619163e-05	-1.2586150813655645e-06	2.5550002863086856e-06	1.476883408822479e-05	-2.071316891423553e-06	2.5148802362639127e-06
1.5059558418487547e-05	-2.4045967991783925e-06	3.126914377035425e-06	1.397692492372472e-05	-8.505052416379357e-07	2.484493839693176e-06	1.4296301804679755e-05	-1.3089622511123706e-06	2.6740078982091394e-06	1.4740181537532514e-05	-1.9461397897039578e-06	2.9374003185194617e-06
1.5021366461700004e-05	-1.8830869897354289e-06	3.686861372805941e-06	1.357610038476843e-05	-1.2971851191081097e-06	2.4346932671323353e-06	1.4002453877463244e-05	-1.4700261709431688e-06	2.804082858306049e-06	1.459501296900519e-05	-1.7102459379003698e-06	3.3174717816322275e-06
1.4686861372805939e-05	-1.2597701531217138e-06	4.021366461700005e-06	1.3434693267132334e-05	-1.845672023749036e-06	2.576100384768431e-06	1.3804082858306047e-05	-1.6728309719139758e-06	3.002453877463246e-06	1.4317471781632226e-05	-1.432611204956774e-06	3.5950129690051913e-06
1.4126914377035426e-05	-7.382603436787531e-07	4.0595584184875486e-06	1.3484493839693175e-05	-2.2923519012192072e-06	2.976924923724719e-06	1.3674007898209139e-05	-1.8338948917447733e-06	3.2963018046797536e-06	1.3937400318519462e-05	-1.1967173531531873e-06	3.740181537532514e-06
1.3486013370987795e-05	-4.867913880991848e-07	3.841878396136156e-06	1.3583867151584801e-05	-2.468990924825986e-06	3.5942705727077994e-06	1.3555000286308684e-05	-1.8842420614915795e-06	3.6673148806191648e-06	1.3514880236263912e-05	-1.0715402514335913e-06	3.7688340882247905e-06
1.291714342575855e-05	-5.797518535715337e-07	3.5119388805801856e-06	1.3582856574241448e-05	-2.301200527380848e-06	4.282289753479764e-06	1.3386471195438994e-05	-1.7933731686071002e-06	4.055036245974388e-06	1.3113528804561005e-05	-1.0875792123452815e-06	3.739192388085561e-06
